192,139,4,Female
181,139,4,Male
150,74,4,Male
178,160,5,Male
156,52,2,Female
149,100,5,Male
156,74,4,Male
183,105,3,Male
162,68,3,Female
165,83,4,Female
168,143,5,Female
160,156,5,Male
169,88,2,Female
140,76,4,Female
187,92,3,Female
151,82,4,Male
186,140,5,Female
182,108,4,Male
188,81,2,Male
179,110,4,Male
156,126,5,Female
188,114,4,Male
183,153,5,Male
144,88,5,Male
196,69,1,Male
171,141,5,Male
171,147,5,Male
180,156,5,Female
191,146,5,Male
179,67,2,Female
180,60,2,Female
154,132,5,Female
188,99,3,Male
142,135,5,Male
170,95,4,Male
152,141,5,Male
190,118,4,Female
181,111,4,Female
153,104,5,Male
187,140,5,Male
144,66,4,Female
148,54,2,Female
199,92,2,Female
167,85,4,Female
164,71,3,Female
185,102,3,Female
164,160,5,Female
142,71,4,Male
165,68,2,Male
172,62,2,Female
157,56,2,Female
155,57,2,Male
167,153,5,Female
164,126,5,Female
189,125,4,Female
161,145,5,Female
155,71,3,Female
171,118,4,Female
154,92,4,Female
179,83,3,Male
170,115,4,Male
184,106,4,Female
191,68,2,Female
162,58,2,Male
178,138,5,Male
157,60,2,Female
184,83,2,Male
197,88,2,Male
160,51,2,Female
184,153,5,Male
190,50,0,Male
174,90,3,Male
189,124,4,Female
186,143,5,Female
180,58,1,Female
186,148,4,Female
193,61,1,Female
161,103,4,Male
151,158,5,Female
195,147,4,Female
184,152,5,Female
141,80,5,Male
185,94,3,Female
186,127,4,Female
142,131,5,Male
147,67,4,Female
151,62,3,Male
160,124,5,Female
185,60,1,Male
163,63,2,Female
174,95,4,Male
150,144,5,Female
142,91,5,Male
178,142,5,Male
154,96,5,Female
176,87,3,Male
159,120,5,Male
191,62,1,Male
177,117,4,Male
151,154,5,Male
182,149,5,Female
197,72,2,Female
146,138,5,Male
160,83,4,Female
157,66,3,Female
150,50,2,Female
167,58,2,Female
180,70,2,Female
183,76,2,Female
183,87,3,Female
152,154,5,Female
164,71,3,Female
187,96,3,Male
169,136,5,Male
149,61,3,Female
163,137,5,Male
195,104,3,Female
174,107,4,Male
182,70,2,Male
169,110,4,Male
193,130,4,Male
148,141,5,Male
186,68,2,Male
165,143,5,Male
146,123,5,Female
166,133,5,Female
179,56,1,Male
177,101,4,Female
181,154,5,Male
161,154,5,Female
157,103,5,Female
169,98,4,Female
152,114,5,Female
162,64,2,Female
162,130,5,Male
177,61,2,Female
195,61,1,Female
140,146,5,Male
186,146,5,Female
178,107,4,Female
174,54,1,Male
180,59,1,Female
188,141,4,Male
187,130,4,Female
153,77,4,Female
165,95,4,Female
178,79,2,Female
163,154,5,Female
150,97,5,Female
179,127,4,Male
165,62,2,Male
168,158,5,Male
153,133,5,Female
184,157,5,Male
188,65,1,Male
166,153,5,Female
172,116,4,Female
182,73,2,Male
143,149,5,Male
152,146,5,Male
186,128,4,Female
159,140,5,Male
146,70,4,Male
176,121,4,Female
146,101,5,Female
159,145,5,Male
162,157,5,Male
172,90,4,Female
169,121,5,Female
182,50,0,Male
183,79,2,Female
176,77,2,Male
188,128,4,Female
175,83,2,Female
154,81,4,Male
184,147,5,Female
179,123,4,Male
152,132,5,Male
179,56,1,Male
145,141,5,Female
181,80,2,Female
158,127,5,Male
188,99,3,Female
145,142,5,Male
161,115,5,Male
198,109,3,Male
147,142,5,Male
154,112,5,Male
178,65,2,Female
195,153,5,Male
167,79,3,Female
183,131,4,Male
164,142,5,Female
167,64,2,Male
151,55,2,Female
147,107,5,Female
155,115,5,Female
172,108,4,Female
142,86,5,Female
146,85,4,Male
188,115,4,Female
173,111,4,Male
160,109,5,Female
187,80,2,Male
198,136,4,Male
179,150,5,Female
164,59,2,Female
146,147,5,Female
198,50,0,Female
170,53,1,Female
152,98,5,Male
150,153,5,Female
184,121,4,Female
141,136,5,Female
150,95,5,Male
173,131,5,Male
